ID,Lat_deg,Lon_deg,DispR_mmyr,Disp_mm,20250721,20250725,20250801,20250805,20250812,20250816,20250823,20250827,20250903,20250907,20250914,20250918,20250925,20250929,20251006
133523,-6.162759,106.819579,5.57958,1.17706,0,0.78861,0.53973,-0.7051,-0.20914,-0.85938,-1.36909,1.2754,0.4196,1.80193,1.10095,1.0771,-0.5298,-0.19616,2.40198
133673,-6.163911,106.819878,-6.18326,-1.30441,0,1.13586,2.19336,2.83265,1.33624,0.78499,1.99621,1.68481,2.01226,2.26519,1.71395,1.43106,0.5797,0.79237,-1.9853
133751,-6.150756,106.817188,-23.44539,-4.94601,0,-3.46171,-3.40678,-2.71767,-3.17929,-4.78826,-4.63296,-4.44739,-6.0597,-5.7288,-4.99029,-7.34314,-5.98442,-6.44587,-5.95857
134080,-6.16593,106.820387,9.71252,2.04894,0,-0.15211,-0.47338,-0.81144,0.46032,0.15038,-0.27723,0.48384,0.26836,-1.34766,-1.02472,0.55408,1.32714,0.30429,4.28873
134277,-6.163902,106.820014,-6.03699,-1.27356,0,-0.6173,0.97508,1.38446,2.01454,-0.66113,-0.48868,0.77706,-0.48756,-0.59881,-0.45725,0.85757,0.73181,-0.41564,-2.28396
134407,-6.163835,106.819783,1.03821,0.21902,0,1.59922,1.57436,2.05221,1.90072,0.47308,1.41168,2.03465,2.08454,2.02774,1.96304,1.39962,1.5187,1.47196,0.60978
134473,-6.147852,106.816557,1.64984,0.34805,0,-3.51189,-3.53972,-0.51575,-2.7363,-2.43039,-3.41277,-2.56514,-3.13389,-2.11781,-2.5249,-3.41895,0.57168,0.74952,-4.09848
134737,-6.151033,106.817225,-1.17869,-0.24866,0,0.82871,0.78865,2.39197,1.98781,0.70218,3.40129,1.65742,-0.475,1.25983,0.80021,0.17856,1.98781,1.99307,-0.3581
134808,-6.166127,106.82035,12.56617,2.65095,0,-0.91743,-1.96279,-1.8443,-2.9493,-1.6522,-1.29771,-3.38496,1.88716,-0.16442,0.34218,-0.14929,2.36755,0.84409,-0.39518
134903,-6.15701,106.818212,-1.05743,-0.22307,0,-0.31315,-0.09552,-1.12543,-2.42792,-1.11858,1.58794,-0.33368,-1.13747,-2.64881,-1.2803,-1.07332,-1.07652,0.2447,-0.15941
135139,-6.147777,106.816552,3.54933,0.74876,0,-3.42123,-3.68013,-0.18991,-3.32306,-1.90741,-3.46192,-2.35923,-2.95373,-2.48637,-2.24821,-3.39556,1.01571,1.02039,-3.49068
135250,-6.147169,106.816283,-10.78032,-2.2742,0,-0.06446,-3.32422,0.51624,0.4535,-1.67256,-3.07354,-0.48091,-2.84262,-2.11348,-2.86207,-4.28487,-2.88359,-3.77229,0.62287
135295,-6.165607,106.820295,-4.65886,-0.98283,0,-0.04282,-1.81442,-1.84739,-0.91708,-0.26205,-1.53494,-2.57153,-0.58088,-0.89448,-2.32223,-1.78612,-0.72986,-2.02906,-1.30024
135337,-6.151153,106.817286,-3.20377,-0.67586,0,-4.2867,-3.4095,-1.86943,-2.72042,-2.08583,-3.80148,-3.41431,-2.91594,-3.87426,-3.87012,-5.23376,-1.32977,-1.29,-3.25834
135367,-6.162887,106.819603,0.41847,0.08828,0,0.94695,1.28905,1.35598,1.81991,0.36935,1.53986,1.67448,0.81491,1.91545,0.72323,-2.52115,3.29563,4.08912,-1.50901
135444,-6.163996,106.819923,-10.33877,-2.18106,0,-0.33153,1.62416,2.26299,-0.5551,-0.95424,0.36383,1.28283,0.99366,1.04172,0.32893,-0.41715,-1.37497,-1.54733,-2.51264
135622,-6.151912,106.817561,-16.2948,-3.43753,0,-1.50901,-1.69326,-0.9175,-2.71566,-1.91874,-3.2526,-3.73723,-3.00798,-3.53695,-3.77721,-3.10792,-3.34033,-4.00171,-4.37049
135719,-6.147326,106.81635,-7.78328,-1.64195,0,-3.03987,-2.52896,-1.55425,-3.14064,-2.6201,-3.85063,-3.28778,-3.55168,-1.47148,-3.04361,-2.03676,-3.96966,-4.01705,-2.9223
135814,-6.163936,106.81994,-14.3753,-3.0326,0,-2.35234,1.73719,0.58122,0.23483,-2.69025,-0.71272,1.15726,-1.12929,-0.12018,-0.96288,-1.46439,-2.7077,-2.68317,-4.22344
135913,-6.162816,106.819578,6.66985,1.40706,0,0.10604,0.02175,-0.39349,0.63991,-0.90891,-1.25866,-1.72091,0.1256,-1.0038,-1.61367,3.71391,1.15452,0.85301,1.03443
135940,-6.162663,106.819583,4.79683,1.01193,0,-0.80818,0.71448,-0.14354,1.22715,-0.00111,1.70918,0.93391,0.2468,1.871,0.68328,3.68383,1.0356,1.52118,-1.53926
135998,-6.163909,106.819886,-6.34179,-1.33786,0,1.18903,2.27165,2.75494,1.02541,0.68917,2.02367,1.46221,1.86503,2.18397,1.55444,1.34284,0.55925,0.71467,-1.93972
136043,-6.165021,106.820104,8.6634,1.82762,0,-1.41305,-2.90523,-1.51668,1.1837,-0.45891,-0.97814,0.26469,-0.91116,1.91513,-2.30079,-2.66474,1.31622,1.44183,1.23667
136371,-6.151519,106.817348,-9.00924,-1.90058,0,-1.95943,-2.7988,-3.06627,1.56587,-2.97618,-4.62952,-4.173,-4.98268,-3.82333,-3.38397,-5.19036,-0.96792,-1.61592,-3.54341
136425,-6.147807,106.81659,2.20755,0.4657,0,-3.63651,-3.89483,-0.33441,-2.91181,-1.9624,-3.44437,-2.48852,-3.32403,-2.54896,-2.49917,-3.6945,0.71385,0.80101,-3.80951
136525,-6.157014,106.818196,-1.5137,-0.31933,0,-0.04338,0.23765,-0.21428,-1.55918,-0.3418,1.34661,-0.22448,-0.78052,-1.92646,-0.7164,-0.73585,-0.4667,0.80248,-0.45398
136546,-6.16383,106.819997,-17.66121,-3.72579,0,0.76828,-0.017,1.20065,1.54868,0.60977,-0.74082,-0.68935,-1.11566,-1.22707,-1.31435,-1.02909,-1.57172,-2.64147,-3.48378
136884,-6.158689,106.818718,-3.63303,-0.76642,0,-0.24726,0.53051,-1.3596,-0.68074,-0.5327,-0.49185,-0.02944,-0.83687,0.23074,-1.25576,-0.77095,-0.63209,-0.92318,-1.03635
136897,-6.1476,106.81649,-1.04729,-0.22094,0,-0.22946,-2.08101,-2.11581,-1.35087,-0.44476,0.28902,-0.76676,-1.27593,0.07365,-2.06157,0.86473,-1.56618,-2.53203,-0.30427
136924,-6.163776,106.819794,0.84181,0.17759,0,2.14489,1.55482,2.2042,2.10586,0.65996,1.56955,2.42363,1.92836,1.87088,1.86148,1.73624,1.44095,1.80728,0.91369
137276,-6.151113,106.817299,0.62262,0.13135,0,0.11094,-1.52022,-0.8263,-0.93253,-1.14512,-3.11254,-2.41413,-1.2959,-1.59427,-1.15346,-2.81268,-0.48204,0.26949,0.56614
137309,-6.162612,106.819557,12.22948,2.57992,0,-0.34361,-0.2986,-1.84595,-0.12571,-0.94169,0.50735,1.356,-0.05548,0.53777,0.22004,1.9427,0.87243,0.85198,2.82251
137432,-6.165946,106.820122,-0.01501,-0.00317,0,0.45996,-1.67764,-0.33608,-0.15211,0.76191,1.49431,-0.08471,0.02327,-0.07844,-0.91058,-1.02148,1.41576,0.29586,-0.89824
137439,-6.163101,106.819759,8.01778,1.69142,0,1.31826,-0.26562,0.66077,0.48104,-0.14696,1.19138,0.36554,1.37163,1.97095,1.42699,0.79717,1.84487,1.68769,1.8929
137533,-6.165388,106.820164,-5.62309,-1.18624,0,0.07756,-0.65391,0.14994,0.78443,0.73079,-0.05856,0.11519,0.15623,-0.39416,-0.80295,-0.31919,-0.22905,-1.56391,-1.04147
137535,-6.164265,106.820092,-3.75063,-0.79123,0,-0.4399,-4.86065,-0.99182,-1.5894,-3.42695,-1.37985,-1.3608,-0.28735,-2.76575,-1.40123,-3.35976,-2.31905,-2.77824,-1.22338
137593,-6.147664,106.81655,-0.58756,-0.12395,0,0.32007,0.7401,0.96277,-0.067,-0.33803,-1.3213,-1.11584,0.53626,-0.44603,0.90643,0.32474,0.16705,0.88483,-0.70864
137600,-6.144727,106.815618,0.60774,0.12821,0,-0.73324,-0.11748,-0.41387,-3.89501,-4.59569,-0.64068,-2.48767,0.61518,-1.54657,-2.0745,-0.66525,-1.36045,-0.58625,-0.64034
137632,-6.147204,106.816295,-11.19,-2.36063,0,0.16312,-3.07966,0.44077,0.8098,-2.00077,-2.86351,-0.64297,-2.46467,-1.24702,-2.88137,-4.38432,-2.85843,-3.70032,0.46666
137790,-6.162791,106.819515,10.35774,2.18506,0,0.41927,-0.05407,-0.849,-0.1226,-1.16676,-1.16196,-0.79666,-0.1652,0.17588,-0.10016,3.97716,0.90051,0.55225,2.18116
137904,-6.147775,106.816563,3.14216,0.66287,0,-3.62071,-3.86207,-0.33207,-3.22654,-2.0209,-3.62279,-2.60552,-3.14034,-2.35942,-2.38042,-3.72726,0.89344,0.84489,-3.66501
137965,-6.151772,106.817504,-2.7901,-0.5886,0,-2.35879,-1.05824,-0.6796,-2.10115,-0.47223,-2.66432,-1.84577,-2.13281,-1.76785,-1.63303,-2.18004,-0.3536,-0.96297,-2.42063
138015,-6.163685,106.819684,-5.22667,-1.10261,0,-0.25535,-0.36407,0.46885,1.39203,-0.78935,0.85889,0.00865,-0.45196,0.28088,-0.8425,-1.08061,0.24674,0.26368,-2.30633
138038,-6.151114,106.817291,1.38206,0.29156,0,0.25071,-2.05126,-1.01696,-0.87873,-1.18898,-3.06693,-2.41998,-1.28595,-1.77849,-1.0283,-2.74425,-0.37384,0.28586,0.53982
138554,-6.165948,106.82039,-6.22628,-1.31349,0,-1.42635,-1.22738,-0.01691,0.08005,0.44305,-0.32097,-1.33729,-0.02686,-0.79991,-1.4634,-1.77032,0.08355,-1.15541,-2.96838
138652,-6.144796,106.815649,1.11384,0.23497,0,-0.33297,-0.10987,0.12392,-3.89616,-4.70979,-0.60673,-2.91309,0.78079,-0.97309,-0.9363,-0.84314,-0.74132,-1.1843,-0.24943
138699,-6.163807,106.819737,0.32625,0.06883,0,0.28965,-0.72321,1.10156,1.54852,-1.21131,0.18063,0.70567,0.26857,0.7653,0.6564,-0.11429,0.81567,0.77127,-0.80276
138723,-6.162991,106.819647,0.04679,0.00987,0,2.34886,2.62005,0.82353,0.47104,0.88725,4.49047,1.79683,2.66098,1.57656,2.1917,3.43996,0.37959,1.32033,0.35596
138876,-6.166218,106.820184,7.12297,1.50265,0,1.27825,1.83941,2.44279,1.19878,2.25552,1.63296,1.63108,3.02189,1.4068,1.19595,1.72038,4.02827,2.8126,1.88933
138937,-6.162704,106.819567,9.28788,1.95936,0,0.03507,0.31824,1.43383,2.00446,-1.2391,0.56307,2.58588,-0.0258,2.81142,2.1243,3.41253,0.75784,1.09792,2.18998
139211,-6.163519,106.819938,-12.16649,-2.56663,0,-1.31084,-2.1063,-0.5363,0.17821,-1.57815,-0.97757,0.23072,-1.41334,-1.71136,-2.01924,-2.96274,-2.30222,-1.99022,-4.16171
139382,-6.16398,106.819909,-8.02418,-1.69277,0,-0.7783,1.59097,1.73079,0.23368,-0.91463,0.4996,1.186,1.06802,1.40131,0.37324,-0.07371,-1.25612,-1.32156,-2.09554
139458,-6.162774,106.8196,-10.93338,-2.30649,0,-0.22154,0.29884,0.0842,0.68596,-0.73827,-0.58918,0.308,0.63353,3.00845,1.40594,0.16099,-3.67097,-3.31805,-2.64863
139560,-6.163575,106.819944,-12.97956,-2.73815,0,0.4514,-1.50144,0.35118,1.9198,-1.24708,-0.25702,0.90745,-0.27304,-0.76545,-1.04153,-2.06097,-1.73491,-1.3493,-3.56839
139598,-6.151082,106.817264,-7.09494,-1.49674,0,0.4747,-1.72607,-0.66896,-1.18868,-1.13458,-3.62484,-3.62239,-1.94447,-2.56743,-1.56926,-3.68873,-1.20841,-1.24701,-1.14978
139602,-6.150978,106.817216,-2.89455,-0.61063,0,-2.55548,-2.27393,-1.32384,-1.8468,-1.43376,-1.519,-3.24384,-3.76959,-1.69289,-2.52851,-1.98905,-0.88201,-1.35048,-2.70574
139605,-6.165232,106.820092,9.27055,1.95571,0,3.27256,0.25055,2.13242,4.97515,2.54605,0.25821,2.23396,1.84349,1.91851,1.35245,3.09533,4.80681,3.79673,2.94079
139637,-6.144633,106.815614,17.31796,3.65338,0,-1.18476,0.27783,-0.34166,-0.71528,-1.17002,-1.62335,0.21693,-1.02785,-0.04956,1.40043,-0.86659,1.46706,2.80656,5.06566
139722,-6.152479,106.81757,-14.23007,-3.00196,0,-0.56452,-2.25136,-0.56511,-2.55702,-1.48688,-5.94938,-5.98743,-2.05194,-3.57795,-3.5082,-1.19373,-2.75392,-3.61822,-4.72205
139812,-6.14713,106.816288,-2.16603,-0.45694,0,-2.91525,-2.74051,-0.69759,-0.91689,-2.0229,-4.21915,-2.22107,-2.73985,-2.37352,-2.99768,-3.59249,-0.28154,-0.88298,-2.38002
140253,-6.162614,106.819545,8.90378,1.87833,0,-1.0798,1.40328,-0.74286,2.45294,0.88968,2.85873,3.49355,1.03801,2.08862,2.01934,2.69108,1.2024,1.84165,1.12332
140497,-6.156761,106.818411,2.90717,0.61329,0,-2.84294,-1.70881,-1.32204,-6.00858,-1.4822,-2.17303,-3.46143,-0.43962,-3.7216,-2.9209,-0.79729,-1.44913,-1.03116,-1.23034
140503,-6.165357,106.82022,-3.89596,-0.82189,0,-0.16779,-0.84247,-0.41806,0.06294,0.12343,-0.40292,0.63228,0.35481,-1.02846,-1.17184,-0.24112,-0.76838,-1.90754,-0.27059
140547,-6.166362,106.820219,12.93639,2.72905,0,1.55964,0.15297,0.98281,0.51148,1.55392,1.33319,2.31642,2.13617,1.04203,1.0446,1.30076,3.24267,1.94113,4.87303
140703,-6.158671,106.818712,-3.41714,-0.72088,0,-0.75151,-0.44381,-2.66224,-1.3027,-1.68295,-2.11597,-0.6143,-1.71706,-0.04428,-1.81544,-1.21507,-1.6073,-1.65172,-1.57819
140721,-6.162706,106.819557,11.18481,2.35954,0,-0.24237,0.27078,-1.23529,0.58201,-1.05774,0.19319,0.59771,-0.36416,0.84785,-0.04982,3.96368,0.53651,1.02442,2.3252
141026,-6.152374,106.817619,-24.77461,-5.22642,0,-1.91248,-1.82188,-1.304,-2.68261,-2.32784,-5.63766,-4.95561,-2.90262,-5.90375,-0.773,-5.05524,-5.89504,-5.63716,-6.96735
141035,-6.162773,106.819605,3.32875,0.70223,0,-0.32155,-0.78323,-1.78832,-1.22367,-2.25147,-2.36585,0.0481,-0.79022,1.21116,-0.18723,-0.09956,-1.60692,-1.25575,0.79331
141180,-6.158783,106.818721,-5.59076,-1.17942,0,0.71077,0.00965,-1.7253,-0.54926,-0.90791,-0.18255,0.33902,-1.27062,-0.10453,-1.48047,-1.27151,-1.09396,-1.6545,-0.4956
141274,-6.162959,106.819617,-6.75003,-1.42398,0,3.89128,2.538,3.18686,2.45363,2.74346,4.47119,3.53905,2.69767,2.84706,3.23665,3.95277,-0.65756,0.31357,0.86884
141507,-6.144742,106.815637,-1.18578,-0.25015,0,0.01228,-0.04375,-0.1482,-3.7452,-4.32241,-1.05382,-2.54268,0.79015,-1.43656,-1.95805,-1.536,-1.21123,-0.55582,-0.53325
141595,-6.164935,106.82006,-2.49387,-0.5261,0,-0.28094,0.37464,0.65107,1.86833,0.49289,-0.31901,2.4538,0.35992,0.73158,-0.29603,-0.82999,-0.04203,0.32018,-0.07404
141657,-6.162958,106.819623,-6.72337,-1.41835,0,3.94562,2.47548,3.26224,2.43318,2.7008,4.52846,3.61326,2.86654,2.85174,3.21736,3.9849,-0.66749,0.36323,0.84955
141771,-6.151352,106.817334,-5.97696,-1.26089,0,-1.58894,0.91362,0.90949,-1.76264,0.495,-3.76579,-1.98412,-3.54741,-0.58675,-0.90097,-0.8322,-0.75528,-0.66756,-2.17034
141772,-6.151791,106.817505,-2.18504,-0.46095,0,-1.93247,-0.96467,-0.39597,-2.17893,-0.40205,-2.18536,-1.91654,-2.48545,-2.08949,-1.04063,-1.95547,0.11833,-0.96706,-1.99665
142051,-6.162721,106.819581,9.23616,1.94845,0,0.09808,0.31329,-0.22955,0.19395,-1.09209,-0.13787,1.16968,0.31012,0.64405,-0.84417,1.93088,0.94542,1.36087,2.70623
142275,-6.164916,106.820152,15.16175,3.19851,0,0.59771,-0.40049,-0.65456,1.08374,0.06269,0.07326,3.17375,0.61392,3.64919,0.35291,0.57467,2.90137,1.81474,4.28445
142349,-6.162646,106.819575,6.43641,1.35782,0,-0.32625,0.08038,-0.39517,0.92614,-0.39411,1.60645,0.50944,0.07513,1.52398,0.67256,3.06624,1.37609,1.61508,-0.85884
142401,-6.15135,106.817344,-5.98106,-1.26176,0,-1.59712,0.91245,0.91241,-1.77024,0.48389,-3.7728,-1.9771,-3.54215,-0.59259,-0.90974,-0.82986,-0.76406,-0.66931,-2.17502
142428,-6.147583,106.81648,-1.21734,-0.25681,0,-0.19026,-2.04708,-2.06141,-1.2093,-0.11891,0.44404,-0.65503,-1.29465,-0.16796,-1.93229,1.1508,-1.61825,-2.5057,-0.26976
142673,-6.166145,106.820352,6.13359,1.29394,0,-0.61931,-1.9671,-0.281,-0.69495,-0.06363,1.3414,-0.48567,-1.09271,0.40959,-0.7199,0.82894,2.18322,0.81225,-0.8566
142857,-6.150697,106.817106,-23.92526,-5.04725,0,-0.00037,-3.07447,-1.21946,-1.10101,-2.82182,-2.4091,-2.35419,-4.08887,-4.10953,-4.00278,-5.39888,-5.15264,-5.58486,-3.93858
142863,-6.163832,106.8198,-1.13327,-0.23907,0,1.64849,1.96171,2.16864,2.11646,0.55716,1.39755,2.17546,1.82391,1.78429,1.90579,1.4941,1.17186,1.53644,0.08662
143243,-6.165732,106.82024,3.01865,0.63681,0,0.86997,-0.07705,0.42762,2.40923,2.04765,0.595,1.16485,0.64204,0.999,0.54393,3.25997,0.77124,-0.10209,1.58487
143369,-6.147684,106.816546,-4.4718,-0.94337,0,0.28614,0.5178,0.58019,0.62504,-1.22488,-1.72319,-1.44051,0.51403,-0.38402,-0.12023,0.34463,-0.45948,-0.57238,-1.38313
143610,-6.147759,106.81655,2.55298,0.53857,0,-3.45691,-3.85505,-0.15481,-3.63662,-2.27595,-3.87785,-2.82372,-3.01808,-2.79759,-2.39153,-3.3786,0.87706,0.63429,-3.94698
143640,-6.151205,106.81731,-1.88708,-0.3981,0,-2.95309,-1.60389,-1.23493,-1.81129,-1.42552,-2.38614,-1.7848,-2.63322,-1.02346,-0.54631,-2.61299,-1.88656,-1.63157,-1.93408
143666,-6.15079,106.817207,-10.12815,-2.13662,0,0.18764,-0.61306,-1.1776,-1.76859,-1.43303,-2.10985,-2.59694,-1.64608,-1.58315,-1.95014,-2.11368,-1.465,-2.67448,-2.47756
143749,-6.165716,106.820229,2.0952,0.442,0,0.55312,-0.14987,-0.21993,2.9628,1.6151,0.32668,1.2802,0.33399,0.47045,0.31583,2.35506,0.55448,-0.31068,1.50343
143766,-6.157095,106.818171,-1.6629,-0.3508,0,-0.30864,-1.2593,-0.59395,-1.75093,-1.95264,-1.67344,-0.95551,-1.34255,-1.68131,-1.02132,-1.76134,-2.58673,-1.03866,0.78872
144161,-6.162859,106.81955,0.14872,0.03137,0,-0.21078,-0.94037,0.15308,1.34506,-0.66739,-0.64031,-0.51339,-0.667,-0.38073,-1.80223,-4.01025,2.18757,3.11197,-1.36096
144355,-6.162647,106.819568,6.43399,1.35731,0,-0.35897,0.1353,-0.42789,0.9945,-0.37891,1.60294,0.54917,0.05235,1.57716,0.66146,3.04404,1.34044,1.67117,-0.85125
144409,-6.152517,106.817568,-16.82066,-3.54847,0,-1.04097,-1.77603,0.47879,-2.22629,-0.86429,-5.30851,-4.13364,-2.75118,-3.74349,-3.98128,-3.00824,-2.48842,-3.38488,-4.3389
144480,-6.162787,106.819535,11.7376,2.47615,0,0.21417,0.13233,-0.77712,0.36355,-1.04113,-1.25428,-0.5419,-0.00802,0.4733,-0.09198,3.87549,0.58264,1.74252,2.41898
144662,-6.163529,106.819891,-6.70839,-1.41519,0,1.46594,0.45489,0.94742,-0.23835,1.78807,0.47246,-0.62154,-0.23299,-0.33782,-0.57045,0.95099,-0.56755,0.08215,-1.16015
144731,-6.16607,106.820351,13.09194,2.76186,0,-1.21885,-3.00375,-2.50965,-3.02348,-2.20597,-1.52787,-3.55086,1.47534,-0.56574,0.08048,-0.45539,2.01472,0.60926,-0.77371
144789,-6.163127,106.819727,9.03158,1.90529,0,0.94022,-0.0465,-0.31677,0.9666,0.10371,1.28837,1.40853,1.07948,1.93998,1.58768,1.30025,1.37042,2.02425,1.82979
144899,-6.162592,106.819559,11.22309,2.36761,0,0.13953,-0.06788,-1.91508,0.92398,-0.58107,1.2307,1.90944,0.49985,0.9673,0.49025,2.01979,0.8043,1.25774,2.74764
145048,-6.14442,106.815542,-18.81647,-3.9695,0,-2.49509,0.25287,-1.58828,-1.18227,-3.39941,-1.84132,-2.55378,-6.03418,-3.28635,-3.22361,-3.9491,-2.65694,-3.33929,-5.81566
145071,-6.162754,106.819601,12.29128,2.59295,0,0.1033,0.4616,0.38353,0.7084,-0.85304,0.30615,1.34908,0.66061,1.15985,-0.21729,2.10162,1.44682,1.6636,4.14998
145085,-6.165629,106.820283,-5.86058,-1.23634,0,0.54524,-1.41907,-1.27706,-0.55508,0.09451,-0.37274,-1.40757,-0.64678,-0.7583,-2.18786,-1.93711,-1.07,-1.93633,-0.31775
145091,-6.165727,106.820265,-5.34918,-1.12846,0,0.89478,-0.53854,2.32188,1.27764,-0.97841,-2.06642,-0.08781,-0.12067,-1.24635,-2.08416,-0.32952,-0.20929,-1.28124,1.18881
145167,-6.165745,106.820272,2.48604,0.52445,0,0.6561,-0.14402,-3.26108,0.05207,0.35519,0.65537,0.31419,-0.60602,-0.99819,-1.66196,-0.21695,-0.32089,-1.37881,2.82373
145188,-6.166334,106.820356,18.48505,3.89959,0,4.08863,5.02332,4.28329,4.55007,7.75345,5.58021,4.73486,6.07268,3.50081,2.93344,5.90975,8.88819,7.76544,6.22505
145220,-6.152283,106.817598,-27.57278,-5.81672,0,-3.08321,-2.17568,-1.14202,-2.98728,-2.02961,-5.93941,-4.90415,-3.60787,-7.03881,-2.12267,-5.63944,-6.70438,-5.80558,-7.81587
145261,-6.147329,106.816336,-9.11936,-1.92381,0,-3.05448,-2.90218,-1.64197,-3.04993,-2.62359,-3.76576,-3.29242,-3.81724,-1.71308,-3.13016,-2.4018,-4.12407,-4.50025,-3.13873
145293,-6.164792,106.820018,-15.17836,-3.20201,0,0.49407,0.62654,0.80992,1.34191,1.00143,-1.86133,0.59884,1.56256,-2.09437,0.65733,-1.31697,-3.02794,-3.14712,-1.55708
145398,-6.165717,106.820222,-0.79138,-0.16695,0,1.11239,-0.075,0.55942,1.64761,1.36595,0.41424,0.28189,0.90414,0.464,-0.29626,1.13444,0.5556,0.08942,0.67566
145651,-6.163962,106.819996,-12.17168,-2.56772,0,0.80741,1.86413,1.08635,0.85743,-0.81307,0.7782,0.15433,-0.92951,0.13892,-1.77663,-0.31718,-0.17158,-0.88493,-2.49842
145702,-6.157018,106.818175,-1.60125,-0.3378,0,-0.26789,0.10375,-0.77317,-1.79184,-0.20384,1.03908,-0.52615,-0.85302,-1.86916,-1.0508,-0.8937,-0.83853,0.60312,-0.55221
145823,-6.16609,106.820343,13.09654,2.76283,0,-1.03542,-2.54811,-2.1206,-2.80034,-1.47228,-1.06697,-3.0555,2.10447,-0.19655,0.17687,-0.18668,2.1853,0.8546,-0.40511
145932,-6.151479,106.817359,9.45388,1.99438,0,-1.25108,-0.57479,-0.13824,-1.41942,-5.31094,-3.2732,-1.81933,-3.0329,0.05072,-0.8491,-0.35373,0.69673,0.902,1.22938
145990,-6.147772,106.816578,1.99951,0.42181,0,-3.29546,-3.80883,-0.163,-2.99663,-1.90799,-3.50229,-2.5008,-3.02744,-2.36001,-2.35175,-3.82612,0.91041,0.75831,-3.70128
146062,-6.165716,106.820228,3.20024,0.67512,0,0.55253,-0.35199,-0.17437,2.92191,1.54441,0.12573,1.04595,0.31296,0.48564,0.27962,2.17105,0.65671,0.00828,1.75813
146101,-6.166236,106.820186,10.79701,2.27773,0,1.73945,1.54276,1.84207,0.03182,1.912,1.26735,2.38896,2.35294,1.45025,1.27591,1.35821,3.44545,2.26601,4.43236
146282,-6.150661,106.817097,-13.5561,-2.85978,0,0.65665,0.16764,0.15138,1.35161,-0.47431,-0.88133,-1.15188,-2.46407,-1.5459,-1.67589,-1.28532,-0.83002,-1.48215,-2.9564
146328,-6.162814,106.819585,18.87768,3.98241,0,0.00384,-0.19432,0.61595,1.46036,-0.60824,2.31994,1.47296,-0.34212,0.78516,-0.10726,5.67205,2.49031,3.01971,4.692
146398,-6.163948,106.819881,-8.83738,-1.86432,0,1.41514,1.54808,1.97642,0.99379,0.23166,1.3479,1.60958,1.65972,2.22978,1.24781,0.75386,-0.77443,-0.69555,-1.80981
146408,-6.147808,106.816587,2.43235,0.51313,0,-3.73713,-3.97789,-0.43444,-2.96563,-2.0168,-3.50521,-2.52069,-3.41295,-2.61741,-2.5097,-3.68338,0.6495,0.76767,-3.82004
146438,-6.147826,106.816589,2.27249,0.4794,0,-3.76227,-3.95975,-0.51575,-3.0522,-2.08466,-3.46717,-2.55344,-3.46032,-2.58581,-2.57053,-3.75006,0.57987,0.69804,-3.85336
146509,-6.1476,106.816489,-1.30847,-0.27603,0,-0.13176,-1.92072,-2.25504,-1.68199,-0.13295,0.53881,-0.59009,-1.19228,0.19708,-1.86559,0.67402,-1.70542,-2.59462,-0.22822
146571,-6.166072,106.820339,12.9225,2.72612,0,-1.29946,-2.90502,-2.43838,-3.39091,-2.03189,-1.53663,-3.46732,1.61729,-0.67731,0.08516,-0.36835,1.94872,0.44453,-0.78948
146643,-6.151521,106.81734,-14.53327,-3.06592,0,-2.08985,-4.06086,-3.63005,-0.35939,-3.66219,-4.89971,-4.2964,-5.40376,-5.4129,-5.05892,-7.02263,-2.47269,-2.60779,-5.03472
146740,-6.16386,106.819943,-12.00502,-2.53257,0,-0.45168,0.50138,-0.1071,1.25879,-3.4949,-1.56611,0.49547,-2.31262,-1.96179,-2.40015,-1.50833,-2.74284,-2.45247,-1.21628
146811,-6.147774,106.816567,2.00442,0.42285,0,-3.28551,-3.78134,-0.0852,-2.73046,-1.82317,-3.38061,-2.38848,-3.03621,-2.34889,-2.28506,-3.70269,0.97944,0.81739,-3.67145
146841,-6.144651,106.815619,17.15625,3.61926,0,-1.42527,0.27549,-0.58276,-0.07859,-1.46847,-0.99135,0.62773,-1.08812,0.38641,1.21668,-0.77588,1.24937,2.72112,5.02762
146847,-6.15862,106.8185,-5.23804,-1.10501,0,0.58078,-0.67389,-1.21356,-1.35747,-1.30426,-0.37159,-1.22461,-2.27157,-1.63216,-2.36659,-0.25761,-1.68563,-1.33841,-0.50617
147029,-6.151501,106.817347,6.72662,1.41904,0,-1.24757,-0.87714,-0.05637,-0.45738,-4.9308,-3.10535,-2.43106,-3.56509,-0.18087,-1.15672,-0.45315,0.73533,0.28793,0.77731
147064,-6.158757,106.818755,-6.67361,-1.40786,0,0.3418,-0.67566,-2.44313,-1.04345,-1.31475,-1.12621,-0.00817,-1.34955,-0.5105,-1.91282,-1.81889,-1.9323,-2.40867,-0.95929
147080,-6.162697,106.819602,0.63729,0.13444,0,-1.11247,0.60667,-0.27468,1.28381,-0.24183,1.53243,0.5107,0.59956,1.61022,0.3746,3.47419,0.88707,0.88473,-3.60579
147139,-6.162921,106.819622,8.74327,1.84447,0,3.44033,1.76615,2.66796,3.89095,2.12521,2.16371,3.63656,1.69646,3.01682,2.17334,5.44704,1.5831,2.81366,5.05102
147259,-6.147221,106.816398,-14.34889,-3.02703,0,-0.83663,-0.48597,0.19182,-0.14924,-2.2133,-1.17131,-1.43279,-0.75538,-0.30662,-1.78411,-1.97305,-3.04712,-3.39288,-3.31557
